Song Name,Song-url,Artist,Artist-url,Artist Country,Release year
Gimme! Gimme! Gimme!,https://secondhandsongs.com/performance/50659/versions,Eldissa,https://secondhandsongs.com/artist/22993,Philippines,2005
Gimme! Gimme! Gimme! (A Man After Midnight),https://secondhandsongs.com/performance/207358/versions,Doro Pesch & Dirk Bach,https://secondhandsongs.com/artist/13424+59762,Germany,2005
Gimme! Gimme! Gimme! (A Man After Midnight),https://secondhandsongs.com/performance/1236024/versions,Cotton Club Singers,https://secondhandsongs.com/artist/158758,Hungary,2005
Gimme! Gimme! Gimme!,https://secondhandsongs.com/performance/687946/versions,Sawa Kobayashi,https://secondhandsongs.com/artist/26433,Argentina,2006
Gimme! Gimme! Gimme!,https://secondhandsongs.com/performance/433943/versions,Rajaton with Lahti Symphony Orchestra,https://secondhandsongs.com/artist/57208+57209,Finland,2006
Gimme Gimme,https://secondhandsongs.com/performance/368281/versions,Wing,https://secondhandsongs.com/artist/62776,New Zealand,2006
Gimme Gimme Gimme a Man After Midnight,https://secondhandsongs.com/performance/1296544/versions,Studio 99,https://secondhandsongs.com/artist/124887,United Kingdom,2006
Gimme Gimme Gimme (A Man After Midnight),https://secondhandsongs.com/performance/127896/versions,Damhnait Doyle,https://secondhandsongs.com/artist/44301,Canada,2007
"Gimme, Gimme, Gimme",https://secondhandsongs.com/performance/500491/versions,Bambi [BNB],https://secondhandsongs.com/artist/102209,United States,2007
Gimme Gimme Gimme,https://secondhandsongs.com/performance/687910/versions,Avid All Stars,https://secondhandsongs.com/artist/54751,United Kingdom,2007
Gimme! Gimme! Gimme! (A Man After Midnight),https://secondhandsongs.com/performance/79155/versions,"Amanda Seyfried, Ashley Lilley & Rachel McDowall",https://secondhandsongs.com/artist/32675+32971+32972,United States,2008
Gimme Gimme Gimme,https://secondhandsongs.com/performance/1337295/versions,Kevin Borg,https://secondhandsongs.com/artist/202685,Malta,2008
Gimme Gimme Gimme,https://secondhandsongs.com/performance/422957/versions,Liv Moon,https://secondhandsongs.com/artist/94490,Japan,2010
Abba Medley,https://secondhandsongs.com/performance/553223/versions,Perpetuum Jazzile,https://secondhandsongs.com/artist/54686,Slovenia,2013
Gimme! Gimme! Gimme! (A Man After Midnight),https://secondhandsongs.com/performance/678176/versions,Tragedy,https://secondhandsongs.com/artist/127130,United States,2013
Gimme Gimme Gimme,https://secondhandsongs.com/performance/387607/versions,Lisa Björänge Quintet,https://secondhandsongs.com/artist/90523,Sweden,2015
Gimme! Gimme! Gimme!,https://secondhandsongs.com/performance/614468/versions,Judith Nijland,https://secondhandsongs.com/artist/118919,Netherlands,2016
ABBA Medley,https://secondhandsongs.com/performance/1511488/versions,"Lindiwe Bungane, Corlea, Jospeh Clark, Timothy Moloi & Jannie Moolman",https://secondhandsongs.com/artist/64902+197976+224566+224625+224628,Zambia,2016
Gimme! Gimme! Gimme!,https://secondhandsongs.com/performance/653480/versions,Bloodsucking Zombies from Outer Space,https://secondhandsongs.com/artist/124235,Austria,2016
Gimme Gimme Gimme,https://secondhandsongs.com/performance/1191518/versions,The French Goodbye,https://secondhandsongs.com/artist/184289,United States,2017
Disco Medley,https://secondhandsongs.com/performance/633894/versions,Peter Hollens feat. Bailey Pelkman,https://secondhandsongs.com/artist/93052+121401,United States,2017
Gimme! Gimme! Gimme! (A Man After Midnight),https://secondhandsongs.com/performance/727155/versions,Cher,https://secondhandsongs.com/artist/45,United States,2018
Gimme Gimme Gimme (A Man After Midnight),https://secondhandsongs.com/performance/1397257/versions,Annapantsu,https://secondhandsongs.com/artist/177486,Canada,2022
Gimme! Gimme! Gimme!,https://secondhandsongs.com/performance/1445537/versions,Feuerschwanz,https://secondhandsongs.com/artist/198208,Germany,2022
Gimme! Gimme! Gimme!,https://secondhandsongs.com/performance/1442437/versions,Killus,https://secondhandsongs.com/artist/215441,Spain,2023
Gimme! Gimme! Gimme! (A Man After Midnight),https://secondhandsongs.com/performance/1493091/versions,Emily Linge,https://secondhandsongs.com/artist/216411,United Arab Emirates,2023
Gimme Gimme Gimme,https://secondhandsongs.com/performance/257497/versions,Caravelli,https://secondhandsongs.com/artist/41436,France,1980
Gimme! Gimme! Gimme! Susie - S(A Man After Midnight),https://secondhandsongs.com/performance/1120312/versions,Franz Lambert,https://secondhandsongs.com/artist/61812,Germany,1980
Gimme! Gimme! Gimme! (A Man After Midnight),https://secondhandsongs.com/performance/457724/versions,Richard Clayderman,https://secondhandsongs.com/artist/5331,France,1993
Gimme! Gimme! Gimme! (A Man After Midnight),https://secondhandsongs.com/performance/721695/versions,Motor Industries(CMH Studio Artists),https://secondhandsongs.com/artist/100232,United States,2001
"Gimme, Gimme, Gimme",https://secondhandsongs.com/performance/535353/versions,James Last,https://secondhandsongs.com/artist/7540,Germany,2001
Gimme! Gimme! Gimme!,https://secondhandsongs.com/performance/528672/versions,Sweet Little Band,https://secondhandsongs.com/artist/71051,Argentina,2007
Gimme! Gimme! Gimme! (A Man After Midnight),https://secondhandsongs.com/performance/844388/versions,Babies & Kids,https://secondhandsongs.com/artist/104297,Argentina,2008
Gimme! Gimme! Gimme!,https://secondhandsongs.com/performance/701375/versions,Jan Zehrfeld's Panzerballett,https://secondhandsongs.com/artist/130294,Germany,2009
Gimme! Gimme! Gimme! (A Man After Midnight),https://secondhandsongs.com/performance/229706/versions,Siddhi J Sundt,https://secondhandsongs.com/artist/64045,Sweden,2012
Gimme Gimme Gimme,https://secondhandsongs.com/performance/851310/versions,Lasse Lindgren,https://secondhandsongs.com/artist/95657,Sweden,2015
Gimme! Gimme! Gimme! (A Man After Midnight),https://secondhandsongs.com/performance/806532/versions,Piano Dreamers,https://secondhandsongs.com/artist/128117,United States,2018
Gimme! Gimme! Gimme! (A Man After Midnight),https://secondhandsongs.com/performance/819888/versions,Acoustic Heartstrings,https://secondhandsongs.com/artist/146787,United States,2018
Gimme! Gimme! Gimme! (A Man After Midnight),https://secondhandsongs.com/performance/1116001/versions,Yoga Pop Ups,https://secondhandsongs.com/artist/178865,United States,2018
Gimme! Gimme! Gimme! (A Man After Midnight),https://secondhandsongs.com/performance/847929/versions,Midnite String Quartet,https://secondhandsongs.com/artist/122863,Italy,2019
Gimme! Gimme! Gimme! (A Man After Midnight),https://secondhandsongs.com/performance/1120288/versions,8 Bit Arcade,https://secondhandsongs.com/artist/99220,Australia,2020
Gimme Gimme Gimme,https://secondhandsongs.com/performance/1134252/versions,The Cat and Owl,https://secondhandsongs.com/artist/172944,United Kingdom,2021
"Gib Mir, Gib Mir, Gib Mir!",https://secondhandsongs.com/performance/808180,Ensemble [Mamma mia! Hamburg],https://secondhandsongs.com/artist/145341,Germany,2004
Dame! Dame! Dame!,https://secondhandsongs.com/performance/928245/versions,A77aque,https://secondhandsongs.com/artist/10018,Argentina,1999
Dame! Dame! Dame!,https://secondhandsongs.com/performance/1210887/versions,Edurne,https://secondhandsongs.com/artist/183704,Spain,2008
